TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC,TimeEDT
5:51 AM,37.0,27.0,67,30.14,10.0,South,6.9,-,,,Scattered Clouds,190,2013-02-19 10:51:00,
6:51 AM,37.9,28.0,68,30.11,10.0,SSW,8.1,-,,,Mostly Cloudy,200,2013-02-19 11:51:00,
7:51 AM,41.0,30.9,67,30.11,10.0,SSW,6.9,-,,,Mostly Cloudy,210,2013-02-19 12:51:00,
8:51 AM,45.0,34.0,65,30.08,10.0,South,9.2,-,,,Overcast,190,2013-02-19 13:51:00,
9:51 AM,46.9,37.0,68,30.06,10.0,SSW,8.1,-,0.0,Rain,Light Rain,210,2013-02-19 14:51:00,
10:51 AM,46.0,41.0,83,30.05,7.0,SW,12.7,-,0.02,Rain,Light Rain,230,2013-02-19 15:51:00,
11:51 AM,46.9,43.0,86,30.01,6.0,SSW,13.8,-,0.03,Rain,Light Rain,210,2013-02-19 16:51:00,
12:51 PM,51.8,46.4,82,29.95,5.0,SW,18.4,25.3,,Rain,Light Rain,220,2013-02-19 17:51:00,
1:19 PM,51.8,48.2,88,29.92,2.0,SSW,19.6,27.6,0.01,Rain,Light Rain,210,2013-02-19 18:19:00,
1:51 PM,51.1,48.0,89,29.9,2.0,SW,21.9,28.8,0.02,,Overcast,220,2013-02-19 18:51:00,
1:55 PM,51.8,48.2,88,29.9,7.0,SW,17.3,28.8,,,Overcast,220,2013-02-19 18:55:00,
2:04 PM,51.8,48.2,88,29.9,1.5,SW,20.7,-,0.0,Rain,Light Rain,230,2013-02-19 19:04:00,
2:35 PM,51.8,48.2,88,29.89,1.5,WSW,12.7,-,0.05,Rain,Light Rain,240,2013-02-19 19:35:00,
2:51 PM,51.1,48.9,92,29.89,1.5,WSW,13.8,-,0.06,,Overcast,240,2013-02-19 19:51:00,
3:42 PM,51.8,48.2,88,29.87,8.0,SW,15.0,-,0.01,,Overcast,230,2013-02-19 20:42:00,
3:51 PM,51.1,48.0,89,29.87,8.0,WSW,15.0,-,0.01,,Overcast,240,2013-02-19 20:51:00,
4:30 PM,50.0,46.4,87,29.86,10.0,WSW,17.3,23.0,,,Overcast,240,2013-02-19 21:30:00,
4:51 PM,50.0,46.9,89,29.87,10.0,WSW,11.5,-,,,Overcast,250,2013-02-19 21:51:00,
5:51 PM,50.0,45.0,83,29.89,10.0,West,10.4,-,,,Overcast,260,2013-02-19 22:51:00,
7:51 PM,45.0,42.1,90,29.94,10.0,WSW,4.6,-,,,Scattered Clouds,250,2013-02-20 00:51:00,
8:51 PM,44.1,41.0,89,29.94,10.0,WSW,6.9,-,,,Partly Cloudy,250,2013-02-20 01:51:00,
9:51 PM,43.0,39.0,86,29.96,10.0,WSW,5.8,-,,,Partly Cloudy,250,2013-02-20 02:51:00,
10:51 PM,42.1,39.0,89,29.96,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-20 03:51:00,
11:51 PM,39.0,37.0,93,29.96,10.0,West,5.8,-,,,Clear,260,2013-02-20 04:51:00,
12:51 AM,41.0,33.1,73,29.97,10.0,NW,5.8,-,,,Clear,310,2013-02-20 05:51:00,
1:51 AM,39.9,26.1,58,30.0,10.0,WNW,8.1,-,,,Clear,300,2013-02-20 06:51:00,
2:51 AM,37.9,21.0,51,30.0,10.0,NW,5.8,-,,,Clear,310,2013-02-20 07:51:00,
3:51 AM,36.0,19.9,52,30.0,10.0,WNW,3.5,-,,,Clear,300,2013-02-20 08:51:00,
4:51 AM,33.1,19.9,59,30.03,10.0,Calm,Calm,-,,,Clear,0,2013-02-20 09:51:00,
5:51 AM,30.9,21.0,67,30.05,10.0,WNW,3.5,-,,,Partly Cloudy,290,2013-02-20 10:51:00,
6:51 AM,30.0,21.0,69,30.06,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-20 11:51:00,
7:51 AM,30.0,23.0,75,30.09,10.0,SW,6.9,-,,,Partly Cloudy,230,2013-02-20 12:51:00,
8:51 AM,37.9,19.9,48,30.09,10.0,Variable,5.8,-,,,Partly Cloudy,0,2013-02-20 13:51:00,
9:51 AM,41.0,15.1,35,30.09,10.0,West,11.5,20.7,,,Partly Cloudy,280,2013-02-20 14:51:00,
10:51 AM,43.0,15.1,32,30.1,10.0,West,11.5,21.9,,,Partly Cloudy,280,2013-02-20 15:51:00,
11:51 AM,46.9,17.1,30,30.09,10.0,West,8.1,19.6,,,Partly Cloudy,280,2013-02-20 16:51:00,
12:51 PM,48.0,14.0,26,30.06,10.0,NW,8.1,17.3,,,Partly Cloudy,320,2013-02-20 17:51:00,
1:51 PM,48.9,14.0,25,30.03,10.0,West,8.1,-,,,Scattered Clouds,280,2013-02-20 18:51:00,
2:51 PM,51.1,10.9,20,30.01,10.0,WNW,12.7,18.4,,,Mostly Cloudy,300,2013-02-20 19:51:00,
3:51 PM,52.0,12.0,20,30.02,10.0,Variable,5.8,-,,,Mostly Cloudy,0,2013-02-20 20:51:00,
4:51 PM,51.1,12.0,21,30.02,10.0,West,6.9,-,,,Mostly Cloudy,270,2013-02-20 21:51:00,
5:51 PM,46.9,16.0,29,30.05,10.0,WSW,3.5,-,,,Mostly Cloudy,250,2013-02-20 22:51:00,
6:51 PM,43.0,19.0,38,30.07,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-02-20 23:51:00,
7:51 PM,39.0,21.0,49,30.09,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-02-21 00:51:00,
8:51 PM,36.0,21.0,55,30.1,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-02-21 01:51:00,
9:51 PM,39.2,14.0,36,30.13,10.0,Variable,4.6,-,,,Mostly Cloudy,0,2013-02-21 02:51:00,
10:51 PM,37.9,12.9,36,30.14,10.0,North,3.5,-,,,Scattered Clouds,10,2013-02-21 03:51:00,
11:51 PM,37.0,14.0,39,30.14,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-02-21 04:51:00,
12:51 AM,36.0,15.1,43,30.13,10.0,NE,4.6,-,,,Mostly Cloudy,40,2013-02-21 05:51:00,
1:51 AM,35.1,15.1,44,30.13,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-02-21 06:51:00,
2:51 AM,30.9,17.1,57,30.15,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-21 07:51:00,
3:51 AM,30.0,16.0,56,30.15,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-21 08:51:00,
4:51 AM,27.0,17.1,66,30.17,10.0,Calm,Calm,-,,,Clear,0,2013-02-21 09:51:00,
5:51 AM,26.1,17.1,69,30.18,10.0,Calm,Calm,-,,,Clear,0,2013-02-21 10:51:00,
6:51 AM,26.1,17.1,69,30.2,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-21 11:51:00,
7:51 AM,28.9,19.9,69,30.22,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-21 12:51:00,
8:51 AM,35.1,15.1,44,30.23,10.0,NNE,5.8,-,,,Clear,30,2013-02-21 13:51:00,
9:51 AM,37.9,16.0,41,30.22,10.0,Variable,3.5,-,,,Partly Cloudy,0,2013-02-21 14:51:00,
10:51 AM,42.1,17.1,37,30.21,10.0,Variable,6.9,-,,,Partly Cloudy,0,2013-02-21 15:51:00,
11:51 AM,46.0,18.0,33,30.2,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-21 16:51:00,
12:51 PM,51.1,19.0,28,30.17,10.0,West,8.1,-,,,Partly Cloudy,270,2013-02-21 17:51:00,
1:51 PM,51.8,15.8,24,30.14,10.0,Variable,4.6,-,,,Clear,0,2013-02-21 18:51:00,
2:51 PM,53.1,16.0,23,30.13,10.0,West,9.2,-,,,Partly Cloudy,280,2013-02-21 19:51:00,
3:51 PM,54.0,17.1,23,30.13,10.0,NW,4.6,-,,,Partly Cloudy,320,2013-02-21 20:51:00,
4:51 PM,53.1,16.0,23,30.14,10.0,Calm,Calm,-,,,Scattered Clouds,0,2013-02-21 21:51:00,
5:51 PM,48.9,17.1,28,30.18,10.0,NNE,3.5,-,,,Scattered Clouds,30,2013-02-21 22:51:00,
6:51 PM,46.0,19.0,34,30.16,10.0,NE,9.2,-,,,Mostly Cloudy,40,2013-02-21 23:51:00,
7:51 PM,44.1,19.0,37,30.22,10.0,ENE,4.6,-,,,Mostly Cloudy,60,2013-02-22 00:51:00,
8:51 PM,42.1,23.0,47,30.22,10.0,ENE,5.8,-,,,Overcast,70,2013-02-22 01:51:00,
10:51 PM,43.0,19.9,40,30.25,10.0,East,10.4,-,,,Overcast,80,2013-02-22 03:51:00,
11:51 PM,42.1,19.9,41,30.23,10.0,East,13.8,-,,,Overcast,80,2013-02-22 04:51:00,
12:51 AM,41.0,19.9,43,30.3,10.0,ENE,4.6,-,,,Overcast,70,2013-02-22 05:51:00,
1:51 AM,41.0,19.0,41,30.34,10.0,East,6.9,-,,,Overcast,80,2013-02-22 06:51:00,
2:51 AM,36.0,30.0,79,30.32,8.0,Calm,Calm,-,0.03,Rain,Light Ice Pellets,0,2013-02-22 07:51:00,
3:51 AM,34.0,30.0,85,30.33,7.0,Calm,Calm,-,0.08,Rain,Light Ice Pellets,0,2013-02-22 08:51:00,
4:51 AM,34.0,28.9,82,30.29,8.0,ENE,8.1,-,0.06,Rain,Light Ice Pellets,70,2013-02-22 09:51:00,
5:39 AM,33.8,28.4,81,30.25,9.0,East,12.7,-,0.03,Rain,Light Rain,80,2013-02-22 10:39:00,
5:51 AM,33.1,28.0,82,30.26,10.0,East,10.4,-,0.04,Rain,Light Rain,90,2013-02-22 10:51:00,
6:44 AM,32.0,28.4,87,30.31,10.0,Calm,Calm,-,0.0,,Overcast,0,2013-02-22 11:44:00,
6:51 AM,32.0,28.9,88,30.32,10.0,Calm,Calm,-,0.0,,Overcast,0,2013-02-22 11:51:00,
7:51 AM,33.1,28.0,82,30.34,10.0,Calm,Calm,-,,,Overcast,0,2013-02-22 12:51:00,
8:51 AM,33.1,28.0,82,30.34,10.0,East,3.5,-,,,Overcast,80,2013-02-22 13:51:00,
9:51 AM,34.0,28.9,82,30.32,9.0,East,6.9,-,,,Overcast,90,2013-02-22 14:51:00,
10:51 AM,35.1,28.9,78,30.31,10.0,East,5.8,-,,,Overcast,100,2013-02-22 15:51:00,
11:51 AM,36.0,30.0,79,30.3,10.0,NE,5.8,-,,,Overcast,50,2013-02-22 16:51:00,
12:51 PM,37.0,28.9,73,30.29,10.0,SSE,4.6,-,,,Overcast,150,2013-02-22 17:51:00,
1:51 PM,37.0,30.0,76,30.24,10.0,ENE,5.8,-,0.0,,Overcast,60,2013-02-22 18:51:00,
2:51 PM,37.0,30.9,79,30.24,10.0,ENE,6.9,-,0.01,Rain,Light Rain,60,2013-02-22 19:51:00,
3:51 PM,36.0,32.0,86,30.23,7.0,NE,9.2,-,0.0,Rain,Light Rain,50,2013-02-22 20:51:00,
4:09 PM,35.6,33.8,93,30.23,2.0,NE,5.8,-,0.01,Rain,Light Rain,40,2013-02-22 21:09:00,
4:51 PM,36.0,33.1,89,30.23,2.0,ENE,5.8,-,0.05,Rain,Light Rain,60,2013-02-22 21:51:00,
5:51 PM,36.0,33.1,89,30.23,2.0,North,3.5,-,0.02,Rain,Light Rain,10,2013-02-22 22:51:00,
6:22 PM,35.6,33.8,93,30.21,1.5,NE,4.6,-,0.01,Rain,Light Rain,50,2013-02-22 23:22:00,
6:51 PM,36.0,34.0,93,30.21,1.5,NE,4.6,-,0.01,,Light Drizzle,40,2013-02-22 23:51:00,
7:51 PM,36.0,34.0,93,30.2,1.5,NE,5.8,-,0.0,,Light Drizzle,40,2013-02-23 00:51:00,
8:51 PM,36.0,34.0,93,30.2,1.5,NNE,4.6,-,0.01,Rain,Light Rain,30,2013-02-23 01:51:00,
9:43 PM,35.6,33.8,93,30.18,2.0,NNE,4.6,-,0.02,Rain,Light Rain,20,2013-02-23 02:43:00,
9:51 PM,36.0,34.0,93,30.2,2.0,NE,4.6,-,0.03,Rain,Light Rain,40,2013-02-23 02:51:00,
10:14 PM,35.6,33.8,93,30.18,3.0,North,4.6,-,0.0,Rain,Light Rain,10,2013-02-23 03:14:00,
10:51 PM,36.0,34.0,93,30.19,3.0,NNE,4.6,-,0.01,Rain,Light Rain,20,2013-02-23 03:51:00,
11:23 PM,35.6,33.8,93,30.16,2.5,NNE,5.8,-,0.01,Rain,Light Rain,30,2013-02-23 04:23:00,
11:51 PM,36.0,34.0,93,30.15,3.0,NE,5.8,-,0.01,Rain,Light Rain,40,2013-02-23 04:51:00,
12:51 AM,36.0,34.0,93,30.12,3.0,NNE,5.8,-,0.0,,Light Drizzle,30,2013-02-23 05:51:00,
1:35 AM,35.6,35.6,100,30.1,2.0,NNE,4.6,-,0.0,,Light Drizzle,30,2013-02-23 06:35:00,
1:51 AM,36.0,34.0,93,30.1,2.0,North,4.6,-,0.0,,Light Drizzle,10,2013-02-23 06:51:00,
2:33 AM,35.6,33.8,93,30.08,3.0,NNE,9.2,-,0.01,,Light Drizzle,20,2013-02-23 07:33:00,
2:51 AM,36.0,34.0,93,30.09,3.0,NNE,5.8,-,0.01,Rain,Light Rain,20,2013-02-23 07:51:00,
3:01 AM,35.6,33.8,93,30.06,2.0,NNE,8.1,-,0.01,Rain,Rain,30,2013-02-23 08:01:00,
3:40 AM,35.6,33.8,93,30.03,3.0,NNE,4.6,-,0.03,,Light Drizzle,30,2013-02-23 08:40:00,
3:51 AM,36.0,35.1,97,30.03,3.0,NNE,8.1,-,0.03,,Light Drizzle,30,2013-02-23 08:51:00,
4:51 AM,37.0,35.1,93,30.03,3.0,Variable,3.5,-,0.0,Rain,Light Rain,0,2013-02-23 09:51:00,
5:30 AM,37.4,35.6,93,30.03,2.0,North,5.8,-,0.17,Rain,Rain,360,2013-02-23 10:30:00,
5:51 AM,37.0,36.0,96,30.04,3.0,Calm,Calm,-,0.33,Rain,Rain,0,2013-02-23 10:51:00,
6:15 AM,37.4,35.6,93,30.04,3.0,North,5.8,-,0.06,Rain,Rain,10,2013-02-23 11:15:00,
6:51 AM,37.0,35.1,93,30.04,4.0,Calm,Calm,-,0.15,Rain,Light Rain,0,2013-02-23 11:51:00,
7:12 AM,37.4,35.6,93,30.01,2.0,NNE,5.8,-,0.04,Rain,Light Rain,30,2013-02-23 12:12:00,
7:51 AM,37.0,36.0,96,30.01,2.0,North,4.6,-,0.09,Rain,Light Rain,10,2013-02-23 12:51:00,
8:51 AM,37.9,36.0,93,29.99,2.0,Variable,4.6,-,0.04,Rain,Light Rain,0,2013-02-23 13:51:00,
9:51 AM,37.9,36.0,93,29.99,2.0,Calm,Calm,-,0.1,Rain,Light Rain,0,2013-02-23 14:51:00,
10:51 AM,39.0,37.0,93,29.96,2.0,NE,4.6,-,0.02,Rain,Light Rain,40,2013-02-23 15:51:00,
11:00 AM,39.2,37.4,93,29.96,1.5,Variable,3.5,-,0.01,Rain,Light Rain,0,2013-02-23 16:00:00,
11:51 AM,39.0,37.0,93,29.95,1.5,Calm,Calm,-,0.07,Rain,Light Rain,0,2013-02-23 16:51:00,
12:51 PM,39.2,37.4,93,29.93,1.5,NNW,3.5,-,,Rain,Light Rain,330,2013-02-23 17:51:00,
1:51 PM,41.0,39.0,93,29.94,1.5,NNW,3.5,-,0.02,Rain,Light Rain,340,2013-02-23 18:51:00,
2:51 PM,42.1,39.9,92,29.91,1.5,Calm,Calm,-,0.0,,Overcast,0,2013-02-23 19:51:00,
3:21 PM,42.8,39.2,87,29.88,1.0,Calm,Calm,-,0.01,,Overcast,0,2013-02-23 20:21:00,
3:51 PM,43.0,41.0,93,29.87,1.0,Calm,Calm,-,0.01,,Overcast,0,2013-02-23 20:51:00,
4:51 PM,43.0,41.0,93,29.89,1.0,Calm,Calm,-,,,Overcast,0,2013-02-23 21:51:00,
5:51 PM,43.0,41.0,93,29.87,1.0,Calm,Calm,-,,,Overcast,0,2013-02-23 22:51:00,
6:33 PM,42.8,41.0,93,29.84,5.0,Calm,Calm,-,,,Overcast,0,2013-02-23 23:33:00,
6:51 PM,43.0,41.0,93,29.85,6.0,Calm,Calm,-,,,Overcast,0,2013-02-23 23:51:00,
7:51 PM,43.0,41.0,93,29.86,6.0,Calm,Calm,-,,,Overcast,0,2013-02-24 00:51:00,
8:51 PM,43.0,42.1,97,29.87,5.0,Calm,Calm,-,,,Overcast,0,2013-02-24 01:51:00,
9:30 PM,44.6,41.0,87,29.87,5.0,SSW,3.5,-,,,Overcast,210,2013-02-24 02:30:00,
9:51 PM,43.0,42.1,97,29.87,4.0,South,6.9,-,,,Overcast,180,2013-02-24 02:51:00,
10:51 PM,43.0,42.1,97,29.84,4.0,Calm,Calm,-,,,Overcast,0,2013-02-24 03:51:00,
11:51 PM,43.0,41.0,93,29.85,2.0,West,5.8,-,,,Overcast,280,2013-02-24 04:51:00,
12:51 AM,43.0,41.0,93,29.85,2.0,SSW,6.9,-,,,Overcast,200,2013-02-24 05:51:00,
1:10 AM,42.8,41.0,93,29.84,0.8,SW,5.8,-,,,Overcast,220,2013-02-24 06:10:00,
1:51 AM,43.0,42.1,97,29.84,0.8,Calm,Calm,-,,,Overcast,0,2013-02-24 06:51:00,
2:51 AM,43.0,42.1,97,29.8,0.8,Calm,Calm,-,,,Overcast,0,2013-02-24 07:51:00,
3:51 AM,43.0,42.1,97,29.82,0.8,WNW,4.6,-,0.08,,Overcast,290,2013-02-24 08:51:00,
4:51 AM,44.1,42.1,93,29.81,1.0,Calm,Calm,-,,,Overcast,0,2013-02-24 09:51:00,
5:48 AM,42.8,42.8,100,29.84,0.8,West,4.6,-,,,Overcast,270,2013-02-24 10:48:00,
5:51 AM,43.0,42.1,97,29.84,0.8,West,4.6,-,,,Overcast,270,2013-02-24 10:51:00,
6:22 AM,44.6,42.8,93,29.85,1.5,Calm,Calm,-,,,Overcast,0,2013-02-24 11:22:00,
6:51 AM,43.0,41.0,93,29.86,1.5,Calm,Calm,-,,,Overcast,0,2013-02-24 11:51:00,
7:17 AM,41.0,39.2,93,29.87,1.5,Calm,Calm,-,,,Scattered Clouds,0,2013-02-24 12:17:00,
7:51 AM,43.0,42.1,97,29.89,1.5,Calm,Calm,-,,,Partly Cloudy,0,2013-02-24 12:51:00,
8:20 AM,44.6,42.8,93,29.9,3.0,Calm,Calm,-,,,Partly Cloudy,0,2013-02-24 13:20:00,
8:51 AM,46.0,43.0,89,29.93,3.0,WSW,4.6,-,,,Partly Cloudy,250,2013-02-24 13:51:00,
9:51 AM,51.1,44.1,77,29.93,10.0,Variable,4.6,-,,,Clear,0,2013-02-24 14:51:00,
10:51 AM,55.0,39.0,55,29.93,10.0,WNW,8.1,-,,,Partly Cloudy,290,2013-02-24 15:51:00,
11:51 AM,55.9,35.1,45,29.93,10.0,NW,9.2,18.4,,,Partly Cloudy,310,2013-02-24 16:51:00,
12:51 PM,57.9,35.1,42,29.91,10.0,NW,9.2,-,,,Partly Cloudy,320,2013-02-24 17:51:00,
1:51 PM,59.0,34.0,39,29.9,10.0,Variable,5.8,-,,,Clear,0,2013-02-24 18:51:00,
2:51 PM,60.1,32.0,35,29.9,10.0,Variable,5.8,-,,,Clear,0,2013-02-24 19:51:00,
3:51 PM,61.0,33.1,35,29.89,10.0,Variable,3.5,-,,,Partly Cloudy,0,2013-02-24 20:51:00,
4:51 PM,61.0,30.0,31,29.9,10.0,West,11.5,-,,,Clear,280,2013-02-24 21:51:00,
5:51 PM,57.9,26.1,30,29.92,10.0,West,4.6,-,,,Clear,270,2013-02-24 22:51:00,
6:51 PM,53.1,27.0,37,29.95,10.0,Calm,Calm,-,,,Clear,0,2013-02-24 23:51:00,
7:51 PM,46.9,28.9,50,29.98,10.0,Calm,Calm,-,,,Clear,0,2013-02-25 00:51:00,
8:51 PM,46.0,28.9,51,30.01,10.0,Calm,Calm,-,,,Clear,0,2013-02-25 01:51:00,
9:51 PM,44.1,28.9,55,30.02,10.0,Calm,Calm,-,,,Clear,0,2013-02-25 02:51:00,
10:51 PM,42.1,28.0,58,30.03,10.0,Calm,Calm,-,,,Clear,0,2013-02-25 03:51:00,
11:51 PM,41.0,27.0,57,30.04,10.0,Calm,Calm,-,,,Clear,0,2013-02-25 04:51:00,
12:51 AM,37.9,28.0,68,30.06,10.0,Calm,Calm,-,,,Clear,0,2013-02-25 05:51:00,
1:51 AM,39.2,26.6,61,30.08,10.0,NE,9.2,-,,,Clear,50,2013-02-25 06:51:00,
2:51 AM,36.0,27.0,70,30.1,10.0,ENE,10.4,-,,,Partly Cloudy,60,2013-02-25 07:51:00,
3:51 AM,34.0,24.1,67,30.1,10.0,ENE,9.2,-,,,Mostly Cloudy,60,2013-02-25 08:51:00,
4:51 AM,34.0,23.0,64,30.13,10.0,ENE,9.2,-,,,Mostly Cloudy,60,2013-02-25 09:51:00,
5:51 AM,33.1,23.0,66,30.14,10.0,ENE,6.9,-,,,Overcast,60,2013-02-25 10:51:00,
6:51 AM,33.1,21.0,61,30.16,10.0,ENE,10.4,-,,,Overcast,60,2013-02-25 11:51:00,
7:51 AM,33.1,19.9,59,30.18,10.0,ENE,11.5,-,,,Overcast,60,2013-02-25 12:51:00,
8:51 AM,34.0,19.9,56,30.22,10.0,ENE,11.5,-,,,Overcast,70,2013-02-25 13:51:00,
9:51 AM,36.0,19.9,52,30.23,10.0,ENE,12.7,-,,,Overcast,60,2013-02-25 14:51:00,
10:51 AM,37.9,21.0,51,30.22,10.0,NE,10.4,-,,,Overcast,50,2013-02-25 15:51:00,
11:51 AM,39.0,21.0,49,30.21,10.0,East,8.1,-,,,Overcast,90,2013-02-25 16:51:00,
12:51 PM,41.0,21.9,47,30.18,10.0,ENE,5.8,-,,,Overcast,60,2013-02-25 17:51:00,
1:51 PM,41.0,21.0,45,30.19,10.0,Calm,Calm,-,,,Overcast,0,2013-02-25 18:51:00,
2:51 PM,41.0,21.9,47,30.17,10.0,ENE,4.6,-,,,Overcast,60,2013-02-25 19:51:00,
3:51 PM,41.0,21.9,47,30.16,10.0,ENE,8.1,-,,,Overcast,70,2013-02-25 20:51:00,
4:51 PM,39.9,23.0,51,30.16,10.0,ENE,3.5,-,,,Mostly Cloudy,60,2013-02-25 21:51:00,
5:51 PM,39.0,24.1,55,30.16,10.0,ENE,6.9,-,,,Mostly Cloudy,60,2013-02-25 22:51:00,
6:51 PM,37.9,21.9,53,30.17,10.0,East,4.6,-,,,Mostly Cloudy,80,2013-02-25 23:51:00,
7:51 PM,36.0,23.0,59,30.17,10.0,ENE,4.6,-,,,Mostly Cloudy,60,2013-02-26 00:51:00,
8:51 PM,35.1,23.0,61,30.18,10.0,NE,4.6,-,,,Mostly Cloudy,50,2013-02-26 01:51:00,
9:51 PM,34.0,23.0,64,30.17,10.0,ENE,4.6,-,,,Mostly Cloudy,70,2013-02-26 02:51:00,
10:51 PM,34.0,24.1,67,30.14,10.0,ENE,6.9,-,,,Overcast,60,2013-02-26 03:51:00,
11:51 PM,36.0,24.1,62,30.15,10.0,ENE,5.8,-,,,Overcast,70,2013-02-26 04:51:00,
12:51 AM,36.0,24.1,62,30.14,10.0,ENE,6.9,-,,,Overcast,70,2013-02-26 05:51:00,
1:51 AM,37.0,24.1,59,30.14,10.0,ENE,8.1,-,,,Overcast,60,2013-02-26 06:51:00,
2:51 AM,36.0,24.1,62,30.11,10.0,NE,8.1,-,0.0,,Overcast,50,2013-02-26 07:51:00,
3:51 AM,36.0,24.1,62,30.06,10.0,NE,10.4,-,,,Overcast,50,2013-02-26 08:51:00,
4:51 AM,36.0,25.0,64,30.07,10.0,NE,8.1,-,,,Overcast,50,2013-02-26 09:51:00,
5:51 AM,37.0,27.0,67,30.04,10.0,NE,11.5,-,,,Overcast,50,2013-02-26 10:51:00,
6:51 AM,37.0,28.9,73,30.04,8.0,ENE,9.2,-,0.0,Rain,Light Rain,70,2013-02-26 11:51:00,
7:51 AM,36.0,32.0,86,30.01,3.0,ENE,10.4,-,0.06,Rain,Light Rain,70,2013-02-26 12:51:00,
8:16 AM,35.6,33.8,93,30.0,3.0,ENE,10.4,-,0.03,Rain,Light Rain,60,2013-02-26 13:16:00,
8:51 AM,37.0,34.0,89,29.99,3.0,ENE,10.4,-,0.07,Rain,Light Rain,70,2013-02-26 13:51:00,
9:51 AM,39.9,37.0,89,29.95,3.0,East,17.3,25.3,0.08,Rain,Light Rain,90,2013-02-26 14:51:00,
10:51 AM,42.1,39.0,89,29.89,2.0,East,18.4,24.2,0.1,Rain,Rain,80,2013-02-26 15:51:00,
11:51 AM,44.1,42.1,93,29.83,2.0,East,19.6,29.9,0.14,Rain,Light Rain,100,2013-02-26 16:51:00,
12:51 PM,48.0,45.0,89,29.77,2.0,East,19.6,28.8,0.18,Rain,Light Rain,100,2013-02-26 17:51:00,
12:57 PM,48.2,44.6,87,29.76,4.0,East,21.9,28.8,0.0,Rain,Light Rain,100,2013-02-26 17:57:00,
1:44 PM,50.0,46.4,87,29.72,2.0,ESE,20.7,28.8,0.03,Rain,Rain,120,2013-02-26 18:44:00,
1:51 PM,50.0,48.0,93,29.71,1.5,ESE,18.4,33.4,0.08,Rain,Rain,110,2013-02-26 18:51:00,
2:51 PM,52.0,50.0,93,29.65,1.5,ESE,17.3,27.6,0.07,Rain,Light Rain,110,2013-02-26 19:51:00,
3:44 PM,53.6,51.8,94,29.59,8.0,ESE,16.1,25.3,0.03,,Overcast,110,2013-02-26 20:44:00,
3:51 PM,54.0,52.0,93,29.59,8.0,ESE,16.1,25.3,0.03,,Overcast,120,2013-02-26 20:51:00,
4:03 PM,55.4,53.6,94,29.61,8.0,SW,13.8,25.3,,,Overcast,220,2013-02-26 21:03:00,
4:51 PM,55.9,55.0,97,29.57,10.0,ESE,10.4,-,0.05,Rain,Light Rain,120,2013-02-26 21:51:00,
5:37 PM,57.2,55.4,94,29.56,2.0,SE,5.8,-,0.0,,Overcast,130,2013-02-26 22:37:00,
5:51 PM,57.0,55.9,96,29.57,2.0,SE,5.8,-,0.0,,Overcast,140,2013-02-26 22:51:00,
5:58 PM,57.2,55.4,94,29.57,1.0,Variable,6.9,-,,,Overcast,0,2013-02-26 22:58:00,
6:38 PM,57.2,55.4,94,29.58,4.0,Calm,Calm,-,,,Overcast,0,2013-02-26 23:38:00,
6:51 PM,57.0,55.9,96,29.57,4.0,Calm,Calm,-,,,Overcast,0,2013-02-26 23:51:00,
7:40 PM,55.4,55.4,100,29.58,1.0,Calm,Calm,-,,,Overcast,0,2013-02-27 00:40:00,
7:51 PM,57.0,55.0,93,29.59,1.0,Calm,Calm,-,,,Overcast,0,2013-02-27 00:51:00,
8:20 PM,53.6,53.6,100,29.61,0.5,Calm,Calm,-,,Fog,Fog,0,2013-02-27 01:20:00,
8:51 PM,54.0,54.0,100,29.63,0.5,SW,4.6,-,,Fog,Fog,220,2013-02-27 01:51:00,
9:10 PM,55.4,53.6,94,29.63,6.0,WNW,4.6,-,,,Mostly Cloudy,290,2013-02-27 02:10:00,
9:51 PM,51.1,48.9,92,29.65,10.0,West,9.2,-,,,Mostly Cloudy,260,2013-02-27 02:51:00,
10:51 PM,46.9,45.0,93,29.65,10.0,WSW,4.6,-,,,Partly Cloudy,240,2013-02-27 03:51:00,
11:51 PM,46.0,44.1,93,29.62,10.0,West,3.5,-,,,Partly Cloudy,260,2013-02-27 04:51:00,
12:21 AM,44.6,42.8,93,29.63,10.0,West,3.5,-,,Fog,Patches of Fog,260,2013-02-27 05:21:00,
12:51 AM,44.1,42.1,93,29.63,5.0,West,5.8,-,,Fog,Patches of Fog,260,2013-02-27 05:51:00,
1:03 AM,46.4,44.6,93,29.63,2.0,West,8.1,-,,,Overcast,270,2013-02-27 06:03:00,
